Accession,Serotype,SRA_Accession,Submitters,Release_Date,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample
OQ426604,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DET-P-0495-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10088,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,4/23/19,
OQ426605,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-F-0104-02-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,11/2/18,
OQ426606,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-F-0132-01-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,11/19/18,
OQ426607,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-F-0231-01-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,1/8/19,
OQ426608,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DET-P-0185-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,8/20/18,
OQ426609,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DET-P-0487-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,3/25/19,
OQ426610,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1221-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,12/4/18,
OQ426611,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1231-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,12/5/18,
OQ426612,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1241-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,12/6/18,
OQ426613,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1256-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,12/10/18,
OQ426614,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1287-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,12/13/18,
OQ426615,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1295-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,12/14/18,
OQ426616,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1307-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,12/17/18,
OQ426617,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1311-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,12/18/18,
OQ426618,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1319-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,12/18/18,
OQ426619,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1321-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,12/19/18,
OQ426620,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1332-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,12/19/18,
OQ426621,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1340-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,12/21/18,
OQ426622,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1407-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,1/7/19,
OQ426623,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1412-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,1/7/19,
OQ426624,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1415-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,1/8/19,
OQ426625,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1420-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,1/9/19,
OQ426626,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1433-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,1/10/19,
OQ426627,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1436-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,1/10/19,
OQ426628,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1450-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,1/11/19,
OQ426629,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1459-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,1/14/19,
OQ426630,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1460-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,1/14/19,
OQ426631,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1502-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,1/18/19,
OQ426632,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1509-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,1/21/19,
OQ426633,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1510-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,1/21/19,
OQ426634,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1511-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,1/21/19,
OQ426635,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1590-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,2/25/19,
OQ426636,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1592-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,2/25/19,
OQ426637,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1607-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,2/28/19,
OQ426638,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1624-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,3/4/19,
OQ426639,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-1751-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,4/10/19,
OQ426640,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DET-P-0369-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,12/7/18,
OQ426641,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DET-P-0372-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,12/7/18,
OQ426642,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DET-P-0374-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,12/7/18,
OQ426643,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DET-P-0490-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,3/27/19,
OQ426644,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DET-P-0497-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,4/25/19,
OQ426645,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-0095-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,11/28/16,
OQ426646,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-0100-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,11/29/16,
OQ426647,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-0134-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,12/7/16,
OQ426648,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DEN-P-0515-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,8/9/17,
OQ426649,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DET-P-0127-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,12/13/17,
OQ426650,1,,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2023-02-18T00:00:00Z,DET-P-0008-1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,,Viet Nam: Nha Trang,,Homo sapiens,blood,2/24/17,
